event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786176353038558368,2026-08-08T18:05:53.038,0.15,0,0
MOVE_STOP,1786176356049958203,2026-08-08T18:05:56.049,0,0,0
