event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789629153392027382,2026-09-17T17:12:33.392,HandStand,11
HANDSTAND_CALL_RETURN,1789629158416975041,2026-09-17T17:12:38.416,HandStand,11
