event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789628893237320654,2026-09-17T17:08:13.237,HandStand,9
HANDSTAND_CALL_RETURN,1789628898264740473,2026-09-17T17:08:18.264,HandStand,9
