event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640619010149577,2026-09-17T20:23:39.010,HandStand,37
HANDSTAND_CALL_RETURN,1789640624027990626,2026-09-17T20:23:44.027,HandStand,37
