event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640896327432885,2026-09-17T20:28:16.327,HandStand,41
HANDSTAND_CALL_RETURN,1789640901352736671,2026-09-17T20:28:21.352,HandStand,41
