event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641483144927917,2026-09-17T20:38:03.144,HandStand,49
HANDSTAND_CALL_RETURN,1789641488176004307,2026-09-17T20:38:08.176,HandStand,49
