event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640004418659877,2026-09-17T20:13:24.418,HandStand,28
HANDSTAND_CALL_RETURN,1789640009443739705,2026-09-17T20:13:29.443,HandStand,28
