event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786504904562913221,2026-08-12T13:21:44.562,-0.4,0,0
MOVE_CALL_RETURN,1786504904563002940,2026-08-12T13:21:44.563,-0.4,0,0
