event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786251995930577596,2026-08-09T15:06:35.930,0.2,0.15,0
MOVE_STOP,1786251997935050743,2026-08-09T15:06:37.935,0,0,0
