event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786505736515126831,2026-08-12T13:35:36.515,0,0,0.6
MOVE_CALL_RETURN,1786505736515217017,2026-08-12T13:35:36.515,0,0,0.6
