event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786704349710880347,2026-08-14T20:45:49.710,0.5,0,-0.5
MOVE_CALL_RETURN,1786704349710982572,2026-08-14T20:45:49.710,0.5,0,-0.5
