event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786251721338214876,2026-08-09T15:02:01.338,0.2,0.15,0
MOVE_STOP,1786251723349763279,2026-08-09T15:02:03.349,0,0,0
