event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641853118697462,2026-09-17T20:44:13.118,HandStand,54
HANDSTAND_CALL_RETURN,1789641858139677115,2026-09-17T20:44:18.139,HandStand,54
