event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789630520307296495,2026-09-17T17:35:20.307,HandStand,20
HANDSTAND_CALL_RETURN,1789630525317922759,2026-09-17T17:35:25.317,HandStand,20
