event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786250887104519354,2026-08-09T14:48:07.104,0.2,0.15,0
MOVE_STOP,1786250889114227568,2026-08-09T14:48:09.114,0,0,0
