event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789628681252247216,2026-09-17T17:04:41.252,HandStand,8
HANDSTAND_CALL_RETURN,1789628686290227879,2026-09-17T17:04:46.290,HandStand,8
