event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786252144670310563,2026-08-09T15:09:04.670,0.2,0.15,0
MOVE_STOP,1786252146670990933,2026-08-09T15:09:06.670,0,0,0
