event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789522346335427661,2026-09-16T11:32:26.335,HandStand,5
HANDSTAND_CALL_RETURN,1789522351361155182,2026-09-16T11:32:31.361,HandStand,5
