event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789630369956821173,2026-09-17T17:32:49.956,HandStand,17
HANDSTAND_CALL_RETURN,1789630374979181976,2026-09-17T17:32:54.979,HandStand,17
