event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785936220305181148,2026-08-05T23:23:40.305,0.15,-0.4,0
MOVE_CALL_RETURN,1785936220305264650,2026-08-05T23:23:40.305,0.15,-0.4,0
