event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786175692444436904,2026-08-08T17:54:52.444,0.15,0,0
MOVE_STOP,1786175695456759305,2026-08-08T17:54:55.456,0,0,0
