event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789630454931207442,2026-09-17T17:34:14.931,HandStand,19
HANDSTAND_CALL_RETURN,1789630460002082542,2026-09-17T17:34:20.002,HandStand,19
