event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703351247388929,2026-08-14T20:29:11.247,-0.4,0,0
MOVE_CALL_RETURN,1786703351247579625,2026-08-14T20:29:11.247,-0.4,0,0
