event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703488743836447,2026-08-14T20:31:28.743,0,-0.3,0
MOVE_CALL_RETURN,1786703488743946250,2026-08-14T20:31:28.743,0,-0.3,0
