event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789629251086803796,2026-09-17T17:14:11.086,HandStand,12
HANDSTAND_CALL_RETURN,1789629256114852596,2026-09-17T17:14:16.114,HandStand,12
