event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785935080572691070,2026-08-05T23:04:40.572,0.15,0,0
MOVE_CALL_RETURN,1785935080572792153,2026-08-05T23:04:40.572,0.15,0,0
