event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786506224737053129,2026-08-12T13:43:44.737,0.4,0.25,0
MOVE_CALL_RETURN,1786506224737153705,2026-08-12T13:43:44.737,0.4,0.25,0
