event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785936877686581214,2026-08-05T23:34:37.686,0.15,-0.4,1
MOVE_CALL_RETURN,1785936877686698653,2026-08-05T23:34:37.686,0.15,-0.4,1
