event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786506522952861147,2026-08-12T13:48:42.952,0.5,0,0.5
MOVE_CALL_RETURN,1786506522952981240,2026-08-12T13:48:42.952,0.5,0,0.5
