event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785893685271433149,2026-08-05T11:34:45.271,0.15,0,0
MOVE_CALL_RETURN,1785893685271524201,2026-08-05T11:34:45.271,0.15,0,0
