event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641248973110833,2026-09-17T20:34:08.973,HandStand,46
HANDSTAND_CALL_RETURN,1789641253990077623,2026-09-17T20:34:13.990,HandStand,46
