event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703810755594641,2026-08-14T20:36:50.755,0,0,-0.6
MOVE_CALL_RETURN,1786703810755698609,2026-08-14T20:36:50.755,0,0,-0.6
