event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786252486232972247,2026-08-09T15:14:46.232,0.2,0.15,0
MOVE_STOP,1786252488252209434,2026-08-09T15:14:48.252,0,0,0
