event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786504166405845824,2026-08-12T13:09:26.405,1.2,0,0
MOVE_CALL_RETURN,1786504166405943940,2026-08-12T13:09:26.405,1.2,0,0
