event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640381164287337,2026-09-17T20:19:41.164,HandStand,33
HANDSTAND_CALL_RETURN,1789640386194176332,2026-09-17T20:19:46.194,HandStand,33
