event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786704149622888832,2026-08-14T20:42:29.622,0.4,0.25,0
MOVE_CALL_RETURN,1786704149622977022,2026-08-14T20:42:29.622,0.4,0.25,0
