event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786251368563212511,2026-08-09T14:56:08.563,0.2,0.15,0
MOVE_STOP,1786251370581763998,2026-08-09T14:56:10.581,0,0,0
