event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639812703273460,2026-09-17T20:10:12.703,HandStand,26
HANDSTAND_CALL_RETURN,1789639817714621732,2026-09-17T20:10:17.714,HandStand,26
