event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641515429218273,2026-09-17T20:38:35.429,HandStand,50
HANDSTAND_CALL_RETURN,1789641520436623315,2026-09-17T20:38:40.436,HandStand,50
