event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786252571400962750,2026-08-09T15:16:11.400,0.2,0.15,0
MOVE_STOP,1786252573402927159,2026-08-09T15:16:13.402,0,0,0
