event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789629325077893516,2026-09-17T17:15:25.077,HandStand,13
HANDSTAND_CALL_RETURN,1789629330090871871,2026-09-17T17:15:30.090,HandStand,13
