event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789628254938739529,2026-09-17T16:57:34.938,HandStand,6
HANDSTAND_CALL_RETURN,1789628259951965798,2026-09-17T16:57:39.951,HandStand,6
