event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789628603996236731,2026-09-17T17:03:23.996,HandStand,7
HANDSTAND_CALL_RETURN,1789628609027216507,2026-09-17T17:03:29.027,HandStand,7
