event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640201955260539,2026-09-17T20:16:41.955,HandStand,31
HANDSTAND_CALL_RETURN,1789640207012897834,2026-09-17T20:16:47.012,HandStand,31
