event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789522249089331574,2026-09-16T11:30:49.089,HandStand,4
HANDSTAND_CALL_RETURN,1789522254111422452,2026-09-16T11:30:54.111,HandStand,4
