file,vx_cmd,vy_cmd,vyaw_cmd,x_start,y_start,theta_start,x_final,y_final,theta_final,delta_x_global,delta_y_global,delta_x_body,delta_y_body,delta_theta_rad,delta_theta_deg
Tf_stationary_-0.4_0.0_0.0.csv,-0.4,0.0,0.0,0.570047879,0.448213477,1.4628996930000002,0.511745765,0.23503899600000003,1.356185183,-0.05830211399999996,-0.213174481,-0.21821323282200444,0.03500686886681001,-0.1067145100000002,-6.11429103580663
Tf_stationary_0.0_-0.3_0.0.csv,0.0,-0.3,0.0,0.595991901,0.13266718,1.629075679,0.727606436,0.138127559,1.5285179359999999,0.13161453499999998,0.005460379000000015,-0.0022149599261886603,-0.13170913223696842,-0.1005577430000002,-5.761534271261209
Tf_stationary_0.0_0.0_-0.6.csv,0.0,0.0,-0.6,0.47784285600000004,0.16001438699999998,1.699855121,0.484592739,0.135370308,1.304228362,0.0067498829999999566,-0.024644078999999985,-0.02530784118881897,-0.0035220341613117255,-0.395626759,-22.667743553139356
Tf_stationary_0.0_0.0_0.12.csv,0.0,0.0,0.12,0.468310245,0.145355916,1.477583685,0.470684072,0.133038785,1.460391554,0.002373826999999995,-0.012317131000000009,-0.012042710037911332,-0.0035099723132640008,-0.017192130999999833,-0.985036547136018
Tf_stationary_0.0_0.0_0.6.csv,0.0,0.0,0.6,0.47251115200000005,0.14923687300000002,1.46037444,0.47618693,0.13881992699999998,1.682247413,0.003675777999999963,-0.010416946000000038,-0.009948441610074172,-0.004801314132937494,0.22187297299999995,12.712384940920064
Tf_stationary_0.0_0.0_1.2.csv,0.0,0.0,1.2,0.606314542,0.193544592,1.558006798,0.578617499,0.211187077,2.14025117,-0.027697042999999977,0.017642485000000013,0.01728681963899529,0.02792041071846759,0.5822443719999999,33.36014516084508
Tf_stationary_0.0_0.1_0.0.csv,0.0,0.1,0.0,0.77590398,0.073041113,1.639852656,0.7776577159999999,0.074141214,1.6457237919999999,0.0017537359999998392,0.0011001009999999922,0.0009764686358082401,-0.0018254646452832805,0.005871135999999887,0.3363913137473136
Tf_stationary_0.0_0.3_0.0.csv,0.0,0.3,0.0,0.7753967740000001,0.07262732400000001,1.64164753,0.603573961,0.101219697,1.5953029459999999,-0.17182281300000002,0.02859237299999999,0.040684308045027234,0.1693676177428892,-0.04634458400000008,-2.6553490664895274
Tf_stationary_0.0_0.3_0.5.csv,0.0,0.3,0.5,0.89308572,0.233003873,1.742769676,0.739871133,0.206699582,1.9327588359999999,-0.153214587,-0.026304291000000007,0.00030286437315696704,0.15545588978152203,0.18998915999999988,10.885577021235713
Tf_stationary_0.0_0.5_0.0.csv,0.0,0.5,0.0,0.725095901,0.168174568,1.52577797,0.46599585200000004,0.13317995,1.469290407,-0.25910004899999994,-0.034994618000000005,-0.04661948197540885,0.25726267234309924,-0.05648756300000013,-3.2364989548793544
Tf_stationary_0.3_0.0_0.0.csv,0.3,0.0,0.0,0.5371991220000001,-0.19526548800000001,1.682059081,0.5107429029999999,-0.030609432000000002,1.589718606,-0.02645621900000017,0.16465605600000002,0.1665754575648806,0.008010320736511114,-0.09234047500000009,-5.2907194957332955
Tf_stationary_0.4_-0.25_0.0.csv,0.4,-0.25,0.0,0.691132422,0.19729508,1.768262695,0.818655479,0.407716036,1.659245834,0.127523057,0.210420956,0.1813136172878441,-0.16632642897800815,-0.10901686099999995,-6.24620603106434
Tf_stationary_0.4_-0.2_-0.4.csv,0.4,-0.2,-0.4,0.666624444,0.273986373,1.655943896,0.827563,0.48186117799999995,1.309039618,0.16093855600000007,0.20787480499999994,0.19343472856125,-0.17803415163273786,-0.34690427799999995,-19.87615102443301
Tf_stationary_0.4_0.25_0.0.csv,0.4,0.25,0.0,0.5726591870000001,0.26711955600000004,1.649676446,0.45596537200000004,0.498920801,1.5334973859999999,-0.11669381500000003,0.231801245,0.24027575617541294,0.09806540999321714,-0.11617906000000011,-6.656569805797169
Tf_stationary_0.4_0.2_0.4.csv,0.4,0.2,0.4,0.8009897340000001,0.077645235,1.713796562,0.6896929409999999,0.256751389,1.7830576519999999,-0.11129679300000017,0.179106154,0.1931392759023742,0.08463575270926096,0.06926108999999991,3.968368141475746
Tf_stationary_0.5_0.0_-0.5.csv,0.5,0.0,-0.5,0.8525985559999999,0.141322241,1.6514326369999999,0.878522866,0.41477684,1.231505254,0.02592431000000006,0.273454599,0.2704778743613838,-0.04786655454672312,-0.4199273829999999,-24.060066747873666
Tf_stationary_0.5_0.0_0.5.csv,0.5,0.0,0.5,0.818851537,0.42078361200000003,1.671582939,0.766296557,0.7215292390000001,1.7769164640000001,-0.05255498000000003,0.30074562700000007,0.30450731681418935,0.022028438188997444,0.10533352500000004,6.035166423735747
Tf_stationary_0.8_0.0_0.0.csv,0.8,0.0,0.0,0.569993358,-0.17958734699999998,1.65141606,0.546315949,0.209845117,1.489395113,-0.023677408999999927,0.389432464,0.390074382386288,-0.007761438012411432,-0.16202094700000003,-9.283116455812799
Tf_stationary_1.2_0.0_0.0.csv,1.2,0.0,0.0,0.632648448,-0.13765502599999999,1.61424666,0.604130363,0.397120535,1.497859186,-0.02851808499999997,0.534775561,0.5355095610505967,0.005262303519305959,-0.11638747400000014,-6.66851104838861
