event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786250651350288595,2026-08-09T14:44:11.350,0.2,0.15,0
MOVE_STOP,1786250653353565562,2026-08-09T14:44:13.353,0,0,0
