event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640972355637677,2026-09-17T20:29:32.355,HandStand,42
HANDSTAND_CALL_RETURN,1789640977389487982,2026-09-17T20:29:37.389,HandStand,42
