event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640479393687209,2026-09-17T20:21:19.393,HandStand,35
HANDSTAND_CALL_RETURN,1789640484436745382,2026-09-17T20:21:24.436,HandStand,35
