event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786704210764067327,2026-08-14T20:43:30.764,0.4,-0.25,0
MOVE_CALL_RETURN,1786704210764156215,2026-08-14T20:43:30.764,0.4,-0.25,0
