event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785937120859687278,2026-08-05T23:38:40.859,1.3,0.2,0.9
MOVE_CALL_RETURN,1785937120859792918,2026-08-05T23:38:40.859,1.3,0.2,0.9
