event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639623582789318,2026-09-17T20:07:03.582,HandStand,24
HANDSTAND_CALL_RETURN,1789639628613046092,2026-09-17T20:07:08.613,HandStand,24
