event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789630410353192628,2026-09-17T17:33:30.353,HandStand,18
HANDSTAND_CALL_RETURN,1789630415421834946,2026-09-17T17:33:35.421,HandStand,18
