event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786505416148218400,2026-08-12T13:30:16.148,0,0.5,0
MOVE_CALL_RETURN,1786505416148322447,2026-08-12T13:30:16.148,0,0.5,0
