event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639464864755520,2026-09-17T20:04:24.864,HandStand,22
HANDSTAND_CALL_RETURN,1789639469897644140,2026-09-17T20:04:29.897,HandStand,22
