event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785935540147763616,2026-08-05T23:12:20.147,0.15,0.4,0
MOVE_CALL_RETURN,1785935540147877405,2026-08-05T23:12:20.147,0.15,0.4,0
