event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786507105487432378,2026-08-12T13:58:25.487,0.4,-0.2,-0.4
MOVE_CALL_RETURN,1786507105487517531,2026-08-12T13:58:25.487,0.4,-0.2,-0.4
