event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786251035768455252,2026-08-09T14:50:35.768,0.2,0.15,0
MOVE_STOP,1786251037773268300,2026-08-09T14:50:37.773,0,0,0
