event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786183167083562616,2026-08-08T19:59:27.083,0.15,0,0
MOVE_STOP,1786183170093847266,2026-08-08T19:59:30.093,0,0,0
