event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786182883746993642,2026-08-08T19:54:43.746,0.15,0,0
MOVE_STOP,1786182886763615710,2026-08-08T19:54:46.763,0,0,0
