event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703765050349636,2026-08-14T20:36:05.050,0,0,0.6
MOVE_CALL_RETURN,1786703765050481108,2026-08-14T20:36:05.050,0,0,0.6
