event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641411001173639,2026-09-17T20:36:51.001,HandStand,48
HANDSTAND_CALL_RETURN,1789641416042188363,2026-09-17T20:36:56.042,HandStand,48
