relative_time_sec,mean_dx_m,std_dx_m,mean_dy_m,std_dy_m,mean_dz_m,std_dz_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06064661616161616,0.00012610671588686424,0.0007842973856975186,0.0021031162864670835,0.001203435813156885,-0.001151497692185953,0.0025536671022254706
0.12129323232323232,-0.0011170840343947726,0.0005022279275446247,0.0028444818783569764,0.0024995468896386193,-0.003305243168205521,0.003222009500901331
0.18193984848484848,-0.00291682184368746,0.002660819006490613,0.003579989039882702,0.002430270108824886,-0.0031163105208146975,0.0035961467019601473
0.24258646464646463,-0.004963320493614646,0.004440657064745068,0.0052501057087298506,0.0033250346720776216,-0.003747737019567981,0.0031638453398870605
0.3032330808080808,-0.006928001159406279,0.006230473278473222,0.007418313959254359,0.003939497865119504,-0.005092498241595222,0.003546804145071336
0.36387969696969696,-0.009054527868212507,0.0073310114483571024,0.010858866495757557,0.003333017065133085,-0.006787497699023384,0.0037225701246764898
0.4245263131313131,-0.011885183162862595,0.007388720900698013,0.011867413145880705,0.005311776109495191,-0.004424190623867478,0.008954443298509399
0.48517292929292927,-0.01563820866998151,0.007303027982898858,0.005291158242061538,0.015171100328890375,0.006946797038020119,0.022745629040047496
0.5458195454545455,-0.01969562110161305,0.007489911291054478,-0.004919477278197715,0.024857676728783765,0.02237565702749797,0.035740713687182075
0.6064661616161616,-0.023753033533244598,0.007776650816450634,-0.01513011279845696,0.036137647717797754,0.037804517016975805,0.049917238912476194
0.6671127777777778,-0.027810445964876133,0.00815271721810677,-0.0253407483187162,0.047898212449506546,0.05323337700645364,0.06450085284518153
0.7277593939393939,-0.032046854452157034,0.008476783651771102,-0.034348727048642225,0.061158863682347686,0.06873851777899462,0.07918587881343467
0.7884060101010101,-0.03687339492193366,0.008447889773148047,-0.04297578095582448,0.0749986606692335,0.08249279653761438,0.09588956488829631
0.8490526262626262,-0.04157501506220583,0.008542942650618952,-0.05382260086878944,0.08636750078248229,0.09685960025655901,0.11202267513251446
0.9096992424242424,-0.0458601407922198,0.008837131867491113,-0.06547022408259376,0.09693493264454084,0.11195255609311763,0.127367464429126
