relative_time_sec,mean_dx_m,std_dx_m,mean_dy_m,std_dy_m,mean_dz_m,std_dz_m
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06064661616161616,-8.620628533931989e-05,0.0005977142856292181,0.0020831569491484474,0.0012610142613599588,-0.001847351186847515,0.0023345710819405374
0.12129323232323232,-0.002201609888213771,0.0011281735555398458,0.002551358310868163,0.0023380700725820092,-0.0036900072483580806,0.003746282069767923
0.18193984848484848,-0.005184443813809616,0.0037287497967133697,0.0029761995761096,0.002192090634800145,-0.003004944128912174,0.0066610701174845905
0.24258646464646463,-0.00860952559516934,0.006069423105486542,0.004299520204118997,0.002826585057862124,-0.003566460879185293,0.007017346237804337
0.3032330808080808,-0.011498741154888385,0.00794560923308735,0.006189149756035581,0.0034050155944368456,-0.003839671839246202,0.006405701439910639
0.36387969696969696,-0.014613402021030886,0.008282028826795108,0.009358070743548006,0.002695816305602537,-0.004152686946350554,0.006233396021738293
0.4245263131313131,-0.018924424217614044,0.007759764784154628,0.013773607233169689,0.0034137971141809304,-0.00749686219167231,0.00728753207895233
0.48517292929292927,-0.024630066967012598,0.008405657330287437,0.01762116702549852,0.004516810747823275,-0.014089455604331192,0.011897145791666215
0.5458195454545455,-0.031234607576782553,0.00980304395923229,0.02072595689556551,0.005944620472281571,-0.021860702936113967,0.01677074433204203
0.6064661616161616,-0.0378391481865525,0.011404479463179438,0.023830746765632505,0.008052360351808781,-0.029631950267896733,0.02192559737262007
0.6671127777777778,-0.04444368879632245,0.013135544070670904,0.026935536635699493,0.0104358786577552,-0.0374031975996795,0.027202278251549698
0.7277593939393939,-0.051465076993883564,0.014487959324243514,0.031150153751452463,0.012568070748237976,-0.045381218197980376,0.03231494148443286
0.7884060101010101,-0.05882165768585855,0.015502389155827793,0.03610140268675344,0.015193675736871625,-0.05910319415965911,0.032555842563824454
0.8490526262626262,-0.06688059354797164,0.01588997439126062,0.039266569799196585,0.017686538688896657,-0.07522551480622262,0.035586576256526975
0.9096992424242424,-0.076236569192603,0.01574761904000811,0.041351517177216565,0.020201796949093753,-0.08985445896502045,0.04197361758573073
0.9703458585858585,-0.0894375995604639,0.015024145275284798,0.039835337724400136,0.022690409553931947,-0.1001586704678126,0.0464143991989663
1.0309924747474748,-0.09732207382569869,0.017479395103892702,0.03642986263610988,0.02880206200782428,-0.09537714597886156,0.05036737394166887
1.091639090909091,-0.09656655962356922,0.020801436341943244,0.031276746611546016,0.033360539344188526,-0.07672586280626766,0.055864806578010406
